City,Name,Location,Rating
Resen,Славија,Not known location,"3,7"
Resen,Паркинг во Заливот на коските,Р501,"4,9"
Resen,Горно Поле,Велмеј - Брежани,"4,0"
Probistip,Bus station Probishtip,Parking Saint Naum,"4,3"
Probistip,Кисела вода,Unnamed Road,Not known rating
Probistip,Parking,"504 1, Lubanishti 6320",Not known rating
Probistip,Паркинг,Not known location,Not known rating
Probistip,Parking Mavis,Not known location,"3,7"
Probistip,Parking Kit-go,Р501,"4,9"
Probistip,Паркинг,Велмеј - Брежани,"4,0"
Probistip,Паркинг,Ilinden,"3,0"
Probistip,Parking Elkos,Not known location,"3,5"
Probistip,Parking Kampus 4,Not known location,"4,0"
Probistip,Паркинг,Кочани,"3,0"
Probistip,Паркинг Цоцев камен,"Bulevar Goce Delcev 97, Shtip 2000","3,7"
Probistip,Parking Zeleni Zgradi,Штип,"4,0"
Probistip,Паркинг,Not known location,Not known rating
Probistip,Автобуска Станица.. Автоперална Станке,Not known location,Not known rating
Probistip,Parking Makpetrol Tri Cesmi,Штип,Not known rating
Probistip,Free Parking,Штип,Not known rating
Probistip,Паркинг Железничка станица Штип,Not known location,Not known rating
Probistip,Parking 5-ta Partiska,Not known location,Not known rating
Dojran,STAGE BEACH Parking,Parking Saint Naum,"4,3"
Dojran,Δημοτικό Πάρκινγκ Δοιράνης,Unnamed Road,Not known rating
Dojran,Train station Gevgelija,"504 1, Lubanishti 6320",Not known rating
Dojran,Global Parking,Not known location,Not known rating
Dojran,WIZARD GARAGE,Not known location,"3,7"
